TimeStamp,Pressure,Temperature,Humidity,LEDStatus,Resistance,Vstart,Vend,Vint
08/10/2017 18:12:56,1015.00,34.50,20.30,0,2587.810791,1,3,0.5
08/10/2017 18:12:56,1014.96,34.49,20.29,0,2587.392578,1,3,0.5
08/10/2017 18:12:57,1014.96,34.49,20.29,0,2587.779053,1,3,0.5
08/10/2017 18:12:57,1014.97,34.50,20.29,0,2587.493164,1,3,0.5
08/10/2017 18:12:57,1014.97,34.49,20.30,0,2587.471191,1,3,0.5
08/10/2017 18:12:58,1014.97,34.50,20.29,0,2587.494629,1,3,0.5
08/10/2017 18:12:58,1015.00,34.49,20.29,0,2587.510742,1,3,0.5
08/10/2017 18:12:58,1015.00,34.49,20.30,0,2587.715332,1,3,0.5
08/10/2017 18:12:58,1014.98,34.49,20.29,0,2587.545654,1,3,0.5
08/10/2017 18:12:59,1015.03,34.49,20.29,0,2587.589355,1,3,0.5
08/10/2017 18:12:59,1014.98,34.49,20.29,0,2587.614502,1,3,0.5
08/10/2017 18:12:59,1014.96,34.49,20.29,0,2587.625000,1,3,0.5
08/10/2017 18:13:00,1014.95,34.50,20.29,0,2587.641113,1,3,0.5
08/10/2017 18:13:00,1014.96,34.49,20.30,0,2587.540283,1,3,0.5
08/10/2017 18:13:00,1014.95,34.50,20.29,0,2587.446777,1,3,0.5
08/10/2017 18:13:00,1014.99,34.50,20.29,0,2587.777344,1,3,0.5
08/10/2017 18:13:01,1014.99,34.50,20.29,0,2587.591064,1,3,0.5
08/10/2017 18:13:01,1015.04,34.50,20.29,0,2587.566650,1,3,0.5
08/10/2017 18:13:01,1014.96,34.50,20.29,0,2587.727783,1,3,0.5
08/10/2017 18:13:01,1014.92,34.50,20.29,0,2587.689453,1,3,0.5
08/10/2017 18:13:02,1015.01,34.50,20.30,0,2587.723389,1,3,0.5
08/10/2017 18:13:02,1014.99,34.50,20.30,0,2587.642578,1,3,0.5
08/10/2017 18:13:02,1014.99,34.50,20.29,0,2587.650635,1,3,0.5
08/10/2017 18:13:03,1014.94,34.50,20.29,0,2587.623291,1,3,0.5
08/10/2017 18:13:03,1014.97,34.50,20.29,0,2587.578125,1,3,0.5
08/10/2017 18:13:03,1014.93,34.50,20.29,0,2587.527100,1,3,0.5
08/10/2017 18:13:03,1014.94,34.50,20.29,0,2587.508545,1,3,0.5
08/10/2017 18:13:04,1014.96,34.50,20.29,0,2587.431641,1,3,0.5
08/10/2017 18:13:04,1014.93,34.50,20.29,0,2587.632080,1,3,0.5
08/10/2017 18:13:04,1014.98,34.50,20.29,0,2587.661865,1,3,0.5
08/10/2017 18:13:05,1014.98,34.50,20.29,0,2587.702637,1,3,0.5
08/10/2017 18:13:05,1014.97,34.50,20.29,0,2587.931396,1,3,0.5
08/10/2017 18:13:05,1014.97,34.50,20.29,0,2587.815186,1,3,0.5
08/10/2017 18:13:05,1015.00,34.51,20.29,0,2587.962402,1,3,0.5
08/10/2017 18:13:06,1014.96,34.50,20.29,0,2587.938477,1,3,0.5
08/10/2017 18:13:06,1014.94,34.50,20.30,0,2587.827881,1,3,0.5
08/10/2017 18:13:06,1014.97,34.50,20.29,0,2587.516602,1,3,0.5
08/10/2017 18:13:07,1014.92,34.51,20.29,0,2587.757568,1,3,0.5
08/10/2017 18:13:07,1014.95,34.51,20.29,0,2587.734375,1,3,0.5
08/10/2017 18:13:07,1014.94,34.50,20.29,0,2587.684570,1,3,0.5
08/10/2017 18:13:07,1014.95,34.51,20.29,0,2587.448242,1,3,0.5
08/10/2017 18:13:08,1015.01,34.51,20.29,0,2587.862793,1,3,0.5
08/10/2017 18:13:08,1014.96,34.51,20.29,0,2587.965332,1,3,0.5
08/10/2017 18:13:08,1015.00,34.51,20.29,0,2587.526123,1,3,0.5
08/10/2017 18:13:08,1014.97,34.51,20.30,0,2587.422852,1,3,0.5
08/10/2017 18:13:09,1014.93,34.51,20.29,0,2587.527100,1,3,0.5
08/10/2017 18:13:09,1014.98,34.51,20.29,0,2587.476563,1,3,0.5
08/10/2017 18:13:09,1014.93,34.50,20.28,0,2587.661133,1,3,0.5
08/10/2017 18:13:10,1014.90,34.51,20.29,0,2587.819092,1,3,0.5
08/10/2017 18:13:10,1014.95,34.51,20.29,0,2587.563721,1,3,0.5
08/10/2017 18:13:10,1014.88,34.51,20.29,0,2587.610352,1,3,0.5
08/10/2017 18:13:10,1014.97,34.50,20.29,0,2587.673340,1,3,0.5
08/10/2017 18:13:11,1014.95,34.51,20.29,0,2587.671387,1,3,0.5
08/10/2017 18:13:11,1014.94,34.51,20.29,0,2587.976074,1,3,0.5
08/10/2017 18:13:11,1014.93,34.51,20.29,0,2588.075928,1,3,0.5
08/10/2017 18:13:12,1014.99,34.51,20.29,0,2588.027832,1,3,0.5
08/10/2017 18:13:12,1014.95,34.51,20.29,0,2587.885742,1,3,0.5
08/10/2017 18:13:12,1014.99,34.51,20.29,0,2587.740479,1,3,0.5
08/10/2017 18:13:12,1014.94,34.51,20.29,0,2587.644043,1,3,0.5
08/10/2017 18:13:13,1014.96,34.51,20.29,0,2587.660645,1,3,0.5
08/10/2017 18:13:13,1014.99,34.52,20.29,0,2587.898193,1,3,0.5
08/10/2017 18:13:13,1014.99,34.51,20.29,0,2587.929932,1,3,0.5
08/10/2017 18:13:14,1014.92,34.51,20.29,0,2587.791016,1,3,0.5
08/10/2017 18:13:14,1014.95,34.52,20.29,0,2587.785889,1,3,0.5
08/10/2017 18:13:14,1014.96,34.52,20.29,0,2587.688721,1,3,0.5
08/10/2017 18:13:14,1014.92,34.52,20.29,0,2587.706543,1,3,0.5
08/10/2017 18:13:15,1014.98,34.52,20.28,0,2587.632568,1,3,0.5
08/10/2017 18:13:15,1014.93,34.52,20.29,0,2587.740967,1,3,0.5
08/10/2017 18:13:15,1014.93,34.51,20.29,0,2587.733154,1,3,0.5
08/10/2017 18:13:16,1014.95,34.52,20.29,0,2587.620605,1,3,0.5
08/10/2017 18:13:16,1014.97,34.52,20.29,0,2587.640625,1,3,0.5
08/10/2017 18:13:16,1014.99,34.52,20.29,0,2588.003418,1,3,0.5
08/10/2017 18:13:16,1014.97,34.51,20.29,0,2587.996094,1,3,0.5
08/10/2017 18:13:17,1014.94,34.51,20.29,0,2587.713135,1,3,0.5
08/10/2017 18:13:17,1014.94,34.52,20.28,0,2587.890625,1,3,0.5
08/10/2017 18:13:17,1014.93,34.52,20.29,0,2587.549316,1,3,0.5
08/10/2017 18:13:17,1014.98,34.52,20.28,0,2587.436035,1,3,0.5
08/10/2017 18:13:18,1014.95,34.52,20.29,0,2587.392822,1,3,0.5
08/10/2017 18:13:18,1014.98,34.52,20.29,0,2587.468506,1,3,0.5
08/10/2017 18:13:18,1014.97,34.52,20.29,0,2587.465820,1,3,0.5
08/10/2017 18:13:19,1014.98,34.52,20.29,0,2587.501953,1,3,0.5
08/10/2017 18:13:19,1014.98,34.52,20.29,0,2587.806885,1,3,0.5
08/10/2017 18:13:19,1014.94,34.52,20.29,0,2587.548096,1,3,0.5
08/10/2017 18:13:19,1015.02,34.52,20.29,0,2587.703369,1,3,0.5
08/10/2017 18:13:20,1014.98,34.52,20.28,0,2587.495605,1,3,0.5
08/10/2017 18:13:20,1014.98,34.52,20.28,0,2587.579590,1,3,0.5
08/10/2017 18:13:20,1014.94,34.52,20.28,0,2587.896729,1,3,0.5
08/10/2017 18:13:21,1014.91,34.52,20.28,0,2587.490723,1,3,0.5
08/10/2017 18:13:21,1014.98,34.52,20.28,0,2587.470215,1,3,0.5
08/10/2017 18:13:21,1014.99,34.52,20.29,0,2587.759766,1,3,0.5
08/10/2017 18:13:21,1014.96,34.52,20.28,0,2587.774902,1,3,0.5
08/10/2017 18:13:22,1014.94,34.52,20.28,0,2587.728271,1,3,0.5
08/10/2017 18:13:22,1014.97,34.53,20.28,0,2587.684570,1,3,0.5
08/10/2017 18:13:22,1014.97,34.53,20.28,0,2587.446289,1,3,0.5
08/10/2017 18:13:23,1014.97,34.52,20.28,0,2587.516846,1,3,0.5
08/10/2017 18:13:23,1014.97,34.53,20.28,0,2587.604248,1,3,0.5
08/10/2017 18:13:23,1014.95,34.53,20.29,0,2587.781738,1,3,0.5
08/10/2017 18:13:23,1014.95,34.53,20.28,0,2587.770508,1,3,0.5
08/10/2017 18:13:24,1014.96,34.52,20.28,0,2587.699219,1,3,0.5
08/10/2017 18:13:24,1014.96,34.52,20.27,0,2587.492920,1,3,0.5
08/10/2017 18:13:24,1014.97,34.53,20.28,0,2587.490723,1,3,0.5
08/10/2017 18:13:25,1015.00,34.53,20.28,1,2587.670166,1,3,0.5
08/10/2017 18:13:25,1015.00,34.53,20.28,1,2587.699707,1,3,0.5
08/10/2017 18:13:25,1014.99,34.53,20.28,1,2587.601563,1,3,0.5
08/10/2017 18:13:25,1014.98,34.53,20.28,1,2587.593262,1,3,0.5
08/10/2017 18:13:26,1014.94,34.53,20.28,1,2587.697510,1,3,0.5
08/10/2017 18:13:26,1014.92,34.53,20.28,1,2587.307617,1,3,0.5
08/10/2017 18:13:26,1014.95,34.53,20.28,1,2587.441895,1,3,0.5
08/10/2017 18:13:27,1014.95,34.53,20.28,1,2587.368652,1,3,0.5
08/10/2017 18:13:27,1014.93,34.53,20.28,1,2587.632324,1,3,0.5
08/10/2017 18:13:27,1014.99,34.53,20.28,1,2587.721191,1,3,0.5
08/10/2017 18:13:27,1014.95,34.53,20.28,1,2587.694824,1,3,0.5
08/10/2017 18:13:28,1014.97,34.53,20.28,1,2587.500732,1,3,0.5
08/10/2017 18:13:28,1014.93,34.53,20.28,1,2587.567871,1,3,0.5
08/10/2017 18:13:28,1014.97,34.53,20.28,1,2587.399414,1,3,0.5
08/10/2017 18:13:28,1014.98,34.53,20.28,1,2587.458984,1,3,0.5
08/10/2017 18:13:29,1014.92,34.53,20.28,1,2587.418945,1,3,0.5
08/10/2017 18:13:29,1014.99,34.53,20.28,1,2587.457031,1,3,0.5
08/10/2017 18:13:29,1014.97,34.53,20.28,1,2587.409424,1,3,0.5
08/10/2017 18:13:30,1014.96,34.53,20.28,1,2587.666016,1,3,0.5
08/10/2017 18:13:30,1014.99,34.53,20.28,1,2587.346191,1,3,0.5
08/10/2017 18:13:30,1015.00,34.53,20.28,1,2587.565430,1,3,0.5
08/10/2017 18:13:30,1014.98,34.53,20.28,1,2587.334473,1,3,0.5
08/10/2017 18:13:31,1015.03,34.53,20.28,1,2587.376709,1,3,0.5
08/10/2017 18:13:31,1014.96,34.53,20.28,1,2587.358398,1,3,0.5
08/10/2017 18:13:31,1015.00,34.53,20.27,1,2587.360596,1,3,0.5
08/10/2017 18:13:32,1015.01,34.53,20.28,1,2587.664551,1,3,0.5
08/10/2017 18:13:32,1014.99,34.53,20.27,1,2587.248047,1,3,0.5
08/10/2017 18:13:32,1014.99,34.53,20.28,1,2587.090820,1,3,0.5
08/10/2017 18:13:32,1015.01,34.53,20.28,1,2587.200439,1,3,0.5
08/10/2017 18:13:33,1014.97,34.53,20.29,1,2587.313232,1,3,0.5
08/10/2017 18:13:33,1014.99,34.53,20.28,1,2587.415283,1,3,0.5
08/10/2017 18:13:33,1014.98,34.54,20.28,1,2587.541504,1,3,0.5
08/10/2017 18:13:34,1014.96,34.53,20.28,1,2587.456543,1,3,0.5
08/10/2017 18:13:34,1014.96,34.53,20.28,1,2587.108398,1,3,0.5
08/10/2017 18:13:34,1014.97,34.54,20.28,1,2587.048096,1,3,0.5
08/10/2017 18:13:34,1014.98,34.54,20.28,1,2587.551270,1,3,0.5
08/10/2017 18:13:35,1014.98,34.54,20.27,1,2587.499023,1,3,0.5
08/10/2017 18:13:35,1015.00,34.54,20.28,1,2587.375488,1,3,0.5
08/10/2017 18:13:35,1015.00,34.54,20.28,1,2586.981445,1,3,0.5
08/10/2017 18:13:35,1014.97,34.54,20.28,1,2586.970215,1,3,0.5
08/10/2017 18:13:36,1015.01,34.54,20.28,1,2586.945801,1,3,0.5
08/10/2017 18:13:36,1015.03,34.54,20.27,1,2586.995117,1,3,0.5
08/10/2017 18:13:36,1015.00,34.54,20.28,1,2587.320313,1,3,0.5
08/10/2017 18:13:37,1014.97,34.54,20.27,1,2587.126953,1,3,0.5
08/10/2017 18:13:37,1014.94,34.54,20.28,1,2587.051758,1,3,0.5
08/10/2017 18:13:37,1014.97,34.54,20.25,1,2587.171875,1,3,0.5
08/10/2017 18:13:37,1014.95,34.54,20.27,1,2587.166016,1,3,0.5
08/10/2017 18:13:38,1014.97,34.54,20.27,1,2587.132080,1,3,0.5
08/10/2017 18:13:38,1014.95,34.54,20.27,1,2587.060547,1,3,0.5
08/10/2017 18:13:38,1014.95,34.54,20.27,1,2587.264160,1,3,0.5
08/10/2017 18:13:39,1014.94,34.54,20.27,1,2586.947754,1,3,0.5
08/10/2017 18:13:39,1015.01,34.54,20.27,1,2587.205566,1,3,0.5
08/10/2017 18:13:39,1014.94,34.54,20.27,1,2587.350830,1,3,0.5
08/10/2017 18:13:39,1014.95,34.55,20.27,1,2587.210449,1,3,0.5
08/10/2017 18:13:40,1014.97,34.54,20.28,1,2586.806885,1,3,0.5
08/10/2017 18:13:40,1014.99,34.55,20.28,1,2586.830078,1,3,0.5
08/10/2017 18:13:40,1014.95,34.55,20.28,1,2587.015625,1,3,0.5
08/10/2017 18:13:41,1014.97,34.55,20.28,1,2587.208008,1,3,0.5
08/10/2017 18:13:41,1015.01,34.55,20.28,1,2587.392578,1,3,0.5
08/10/2017 18:13:41,1015.00,34.55,20.28,1,2586.918945,1,3,0.5
08/10/2017 18:13:41,1015.00,34.55,20.28,1,2587.222656,1,3,0.5
08/10/2017 18:13:42,1015.02,34.55,20.28,1,2587.238770,1,3,0.5
08/10/2017 18:13:42,1015.02,34.55,20.28,1,2587.227783,1,3,0.5
08/10/2017 18:13:42,1014.99,34.55,20.27,1,2586.985107,1,3,0.5
08/10/2017 18:13:42,1014.95,34.55,20.27,1,2587.007813,1,3,0.5
08/10/2017 18:13:43,1015.00,34.55,20.27,1,2587.219971,1,3,0.5
08/10/2017 18:13:43,1014.98,34.55,20.27,1,2587.033691,1,3,0.5
08/10/2017 18:13:43,1015.00,34.55,20.27,1,2586.772461,1,3,0.5
08/10/2017 18:13:44,1014.93,34.55,20.27,1,2586.692383,1,3,0.5
08/10/2017 18:13:44,1015.01,34.55,20.28,1,2586.697510,1,3,0.5
08/10/2017 18:13:44,1015.00,34.55,20.28,1,2586.803467,1,3,0.5
08/10/2017 18:13:44,1015.02,34.55,20.27,1,2586.919434,1,3,0.5
08/10/2017 18:13:45,1014.99,34.55,20.27,1,2586.911377,1,3,0.5
08/10/2017 18:13:45,1015.01,34.55,20.27,1,2586.966064,1,3,0.5
08/10/2017 18:13:45,1014.98,34.55,20.27,1,2587.037109,1,3,0.5
08/10/2017 18:13:46,1014.99,34.55,20.27,1,2586.848145,1,3,0.5
08/10/2017 18:13:46,1014.99,34.55,20.28,1,2586.971924,1,3,0.5
08/10/2017 18:13:46,1014.99,34.55,20.27,1,2586.907227,1,3,0.5
08/10/2017 18:13:46,1015.04,34.55,20.28,1,2586.888184,1,3,0.5
08/10/2017 18:13:47,1014.94,34.55,20.28,1,2586.691406,1,3,0.5
08/10/2017 18:13:47,1015.03,34.56,20.27,1,2586.766357,1,3,0.5
08/10/2017 18:13:47,1014.99,34.56,20.27,1,2586.744873,1,3,0.5
08/10/2017 18:13:48,1014.98,34.55,20.27,1,2586.912842,1,3,0.5
08/10/2017 18:13:48,1015.00,34.55,20.27,1,2586.733643,1,3,0.5
08/10/2017 18:13:48,1014.96,34.55,20.28,1,2586.819580,1,3,0.5
08/10/2017 18:13:48,1014.96,34.55,20.27,1,2586.846680,1,3,0.5
08/10/2017 18:13:49,1014.98,34.56,20.28,1,2586.801514,1,3,0.5
08/10/2017 18:13:49,1015.00,34.55,20.27,1,2586.826416,1,3,0.5
08/10/2017 18:13:49,1014.97,34.55,20.28,1,2586.888672,1,3,0.5
08/10/2017 18:13:50,1015.00,34.56,20.27,1,2586.783691,1,3,0.5
08/10/2017 18:13:50,1015.02,34.56,20.27,1,2586.837158,1,3,0.5
08/10/2017 18:13:50,1014.97,34.56,20.27,1,2586.941406,1,3,0.5
08/10/2017 18:13:50,1014.96,34.55,20.27,1,2586.829102,1,3,0.5
08/10/2017 18:13:51,1014.99,34.56,20.27,1,2586.864258,1,3,0.5
08/10/2017 18:13:51,1014.99,34.56,20.27,1,2586.893066,1,3,0.5
08/10/2017 18:13:51,1015.00,34.56,20.27,1,2586.961426,1,3,0.5
08/10/2017 18:13:51,1014.99,34.56,20.27,1,2586.740723,1,3,0.5
