TSP>

TSP>1,-7.8241e-08
2,-7.8183e-08
3,-7.81e-08
4,-7.7815e-08
5,-7.7973e-08
6,-7.8369e-08
7,-7.7885e-08
8,-7.8002e-08
9,-7.7835e-08
10,-7.8085e-08
11,-7.9024e-08
12,-7.8905e-08
13,-7.8385e-08
14,-7.7545e-08
15,-7.7029e-08
16,-7.6809e-08
17,-7.587e-08
18,-7.6223e-08
19,-7.5851e-08
20,-7.5049e-08
21,-7.543e-08
22,-7.5185e-08
23,-7.5183e-08
24,-7.5027e-08
25,-7.5937e-08
26,-7.4631e-08
27,-7.4339e-08
28,-7.4646e-08
29,-7.4126e-08
30,-7.3934e-08
31,-7.4466e-08
32,-7.4654e-08
33,-7.4454e-08
34,-7.4825e-08
35,-7.534e-08
36,-7.495e-08
37,-7.5448e-08
38,-7.5079e-08
39,-7.6034e-08
40,-7.6112e-08
41,-7.5668e-08
42,-7.5438e-08
43,-7.5962e-08
44,-7.6571e-08
45,-7.6389e-08
46,-7.5905e-08
47,-7.5827e-08
48,-7.5994e-08
49,-7.4977e-08
50,-7.5632e-08
51,-7.6316e-08
52,-7.6964e-08
53,-7.6151e-08
54,-7.7015e-08
55,-7.7979e-08
56,-7.7407e-08
57,-7.8635e-08
58,-7.818e-08
59,-7.8729e-08
60,-7.8206e-08
61,-7.8675e-08
62,-7.8337e-08
63,-7.8988e-08
64,-7.8343e-08
65,-7.8606e-08
66,-7.9096e-08
67,-7.8072e-08
68,-7.8992e-08
69,-7.9976e-08
70,-7.9568e-08
71,-8.0789e-08
72,-7.9087e-08
73,-7.9479e-08
74,-7.9378e-08
75,-7.975e-08
76,-8.006e-08
77,-8.0064e-08
78,-8.0454e-08
79,-7.9683e-08
80,-8.0255e-08
81,-7.9956e-08
82,-7.9564e-08
83,-8.0143e-08
84,-7.9417e-08
85,-8.0095e-08
86,-8.0398e-08
87,-8.013e-08
88,-8.0226e-08
89,-8.0551e-08
90,-8.0071e-08
91,-7.9234e-08
92,-7.9531e-08
93,-7.9914e-08
94,-7.9999e-08
95,-7.996e-08
96,-7.9983e-08
97,-8.0256e-08
98,-8.0762e-08
99,-7.9798e-08
100,-8.0167e-08
101,-8.0557e-08
102,-8.0797e-08
103,-8.0501e-08
104,-8.0734e-08
105,-8.1493e-08
106,-8.1107e-08
107,-8.0933e-08
108,-8.1794e-08
109,-8.1285e-08
110,-8.1028e-08
111,-8.0828e-08
112,-8.1559e-08
113,-8.0666e-08
114,-8.0956e-08
115,-8.1713e-08
116,-8.0748e-08
117,-8.1174e-08
118,-8.0749e-08
119,-8.1072e-08
120,-8.1415e-08
121,-8.0673e-08
122,-8.1285e-08
123,-8.0831e-08
124,-8.0618e-08
125,-8.0719e-08
126,-8.0733e-08
127,-8.1267e-08
128,-8.0976e-08
129,-8.0926e-08
130,-8.1995e-08
131,-8.1986e-08
132,-8.1319e-08
133,-8.1782e-08
134,-8.2137e-08
135,-8.2471e-08
136,-8.1649e-08
137,-8.1901e-08
138,-8.2164e-08
139,-8.1822e-08
140,-8.1623e-08
141,-8.2344e-08
142,-8.2489e-08
143,-8.2738e-08
144,-8.2545e-08
145,-8.2229e-08
146,-8.1099e-08
147,-8.214e-08
148,-8.278e-08
149,-8.1851e-08
150,-8.1816e-08
151,-8.1479e-08
152,-8.2363e-08
153,-8.194e-08
154,-8.1987e-08
155,-8.1728e-08
156,-8.2094e-08
157,-8.2142e-08
158,-8.2278e-08
159,-8.2968e-08
