TSP>

TSP>1,6.8125e-07
2,6.7932e-07
3,6.7948e-07
4,6.7723e-07
5,6.7637e-07
6,6.7423e-07
7,6.7239e-07
8,6.7046e-07
9,6.6681e-07
10,6.6346e-07
11,6.6032e-07
12,6.5755e-07
13,6.5464e-07
14,6.5242e-07
15,6.4974e-07
16,6.4689e-07
17,6.4796e-07
18,6.4795e-07
19,6.4975e-07
20,6.5128e-07
21,6.5045e-07
22,6.4938e-07
23,6.4944e-07
24,6.4951e-07
25,6.4921e-07
26,6.5047e-07
27,6.5362e-07
28,6.5581e-07
29,6.5747e-07
30,6.59e-07
31,6.5809e-07
32,6.5773e-07
33,6.5629e-07
34,6.5706e-07
35,6.5774e-07
36,6.5757e-07
37,6.5682e-07
38,6.5425e-07
39,6.5474e-07
40,6.5401e-07
41,6.5365e-07
42,6.5451e-07
43,6.5379e-07
44,6.541e-07
45,6.5374e-07
46,6.5421e-07
47,6.539e-07
48,6.5507e-07
49,6.5601e-07
50,6.5616e-07
51,6.5686e-07
52,6.5697e-07
53,6.5704e-07
54,6.5623e-07
55,6.5546e-07
56,6.5393e-07
57,6.5372e-07
58,6.5208e-07
59,6.5016e-07
60,6.4902e-07
61,6.4739e-07
62,6.4661e-07
63,6.4686e-07
64,6.4644e-07
65,6.4671e-07
66,6.4666e-07
67,6.4605e-07
68,6.4484e-07
69,6.4439e-07
70,6.4316e-07
71,6.4027e-07
72,6.3682e-07
73,6.3439e-07
74,6.3262e-07
75,6.3102e-07
76,6.2912e-07
77,6.2679e-07
78,6.2549e-07
79,6.2532e-07
80,6.2562e-07
81,6.2533e-07
82,6.2555e-07
83,6.2462e-07
84,6.2526e-07
85,6.2418e-07
86,6.2382e-07
87,6.2235e-07
88,6.2087e-07
89,6.1896e-07
90,6.1742e-07
91,6.152e-07
92,6.1338e-07
93,6.1106e-07
94,6.0881e-07
95,6.0716e-07
96,6.0629e-07
97,6.0458e-07
98,6.0371e-07
99,6.026e-07
100,6.0105e-07
101,6.0004e-07
102,5.9913e-07
103,5.9918e-07
104,6.0008e-07
105,6.0011e-07
106,6.0223e-07
107,6.0364e-07
108,6.0524e-07
109,6.0776e-07
110,6.0959e-07
111,6.111e-07
112,6.1127e-07
113,6.1096e-07
114,6.0918e-07
115,6.0776e-07
116,6.0675e-07
117,6.0475e-07
118,6.0329e-07
119,6.0153e-07
120,6.0155e-07
121,6.0293e-07
122,6.0528e-07
123,6.0771e-07
124,6.1014e-07
125,6.1305e-07
126,6.1423e-07
127,6.1616e-07
128,6.1805e-07
129,6.1867e-07
130,6.1939e-07
131,6.1997e-07
132,6.1999e-07
133,6.1963e-07
134,6.1909e-07
135,6.1912e-07
136,6.1796e-07
137,6.1543e-07
138,6.119e-07
139,6.0914e-07
140,6.099e-07
141,6.101e-07
142,6.0913e-07
143,6.0714e-07
144,6.0472e-07
145,6.0227e-07
146,5.9785e-07
147,5.9558e-07
148,5.9342e-07
149,5.9085e-07
150,5.895e-07
151,5.8856e-07
152,5.8848e-07
153,5.8576e-07
154,5.8566e-07
155,5.8478e-07
156,5.8386e-07
157,5.8306e-07
158,5.7872e-07
159,5.7812e-07
160,5.7775e-07
161,5.784e-07
162,5.7919e-07
163,5.7939e-07
164,5.7858e-07
165,5.7875e-07
166,5.7848e-07
167,5.7846e-07
168,5.7733e-07
169,5.7822e-07
170,5.7677e-07
171,5.7496e-07
172,5.7357e-07
173,5.6984e-07
174,5.6688e-07
175,5.6467e-07
176,5.6166e-07
177,5.5991e-07
178,5.5701e-07
179,5.5306e-07
180,5.4943e-07
181,5.4581e-07
182,5.4293e-07
183,5.3967e-07
184,5.3804e-07
185,5.3907e-07
186,5.3735e-07
187,5.3696e-07
188,5.3534e-07
189,5.3443e-07
190,5.3261e-07
191,5.3047e-07
192,5.3044e-07
193,5.2962e-07
194,5.2832e-07
195,5.2666e-07
196,5.2605e-07
197,5.2439e-07
198,5.2386e-07
199,5.2317e-07
200,5.2218e-07
201,5.2182e-07
202,5.1922e-07
203,5.1805e-07
204,5.1747e-07
205,5.1824e-07
206,5.1747e-07
207,5.1744e-07
208,5.1562e-07
209,5.1379e-07
210,5.1342e-07
211,5.1218e-07
212,5.124e-07
213,5.1304e-07
214,5.1385e-07
215,5.1356e-07
216,5.1301e-07
217,5.1271e-07
218,5.1163e-07
219,5.118e-07
220,5.1178e-07
221,5.1108e-07
222,5.0962e-07
223,5.0932e-07
224,5.0767e-07
225,5.0685e-07
226,5.0546e-07
227,5.0476e-07
228,5.0437e-07
229,5.0456e-07
230,5.0503e-07
231,5.0585e-07
